1.000000000000000000e+00,0.000000000000000000e+00
9.274216569547517608e-01,1.335281696504683410e-02
9.228825484739183738e-01,1.499680882606653672e-02
9.182141390468360198e-01,1.664023495166882735e-02
9.134195969147278493e-01,1.828244484277187498e-02
9.085020654648260363e-01,1.992279609294045351e-02
9.034646632303718894e-01,2.156065438838590878e-02
8.983104838906161849e-01,2.319539350796617772e-02
8.930425962708186116e-01,2.482639532318577785e-02
8.876640443422482152e-01,2.645304979819580737e-02
8.821778472221832867e-01,2.807475498979392775e-02
8.765869991739110301e-01,2.969091704742448518e-02
8.708944696067280056e-01,3.130095021317829546e-02
8.651032030759401303e-01,3.290427682179279667e-02
8.592161192828622340e-01,3.450032730065204223e-02
8.532361130748185030e-01,3.608854016978660373e-02
8.471660544451422581e-01,3.766836204187370973e-02
8.410087885331760660e-01,3.923924762223713475e-02
8.347671356242716278e-01,4.080065970884723392e-02
8.284438911497897795e-01,4.235206919232097772e-02
8.220418256871006024e-01,4.389295505592187563e-02
8.155636849595835347e-01,4.542280437556007328e-02
8.090121898366270381e-01,4.694111231979226917e-02
8.023900363336285979e-01,4.844738214982173552e-02
7.956998956119952782e-01,4.994112521949837374e-02
7.889444139791430555e-01,5.142186097531862427e-02
7.821262128884971521e-01,5.288911695642553590e-02
7.752478889394920358e-01,5.434242879460873810e-02
7.683120138775713093e-01,5.578134021430444095e-02
7.613211345941877095e-01,5.720540303259545600e-02
7.542777731268034414e-01,5.861417715921116156e-02
7.471844266588896222e-01,6.000723059652750269e-02
7.400435675199265040e-01,6.138413943956706059e-02
7.328576431854039175e-01,6.274448787599895550e-02
7.256290762768202729e-01,6.408786818613891600e-02
7.183602645616842253e-01,6.541388074294920973e-02
7.110535809535121210e-01,6.672213401203880290e-02
7.037113735118306623e-01,6.801224455166313132e-02
6.963359654421754641e-01,6.928383701272423922e-02
6.889296550960910537e-01,7.053654413877082086e-02
6.814947159711315372e-01,7.177000676599805395e-02
6.740333967108599333e-01,7.298387382324778017e-02
6.665479211048485064e-01,7.417780233200838014e-02
6.590404880886788774e-01,7.535145740641485679e-02
6.515132717439415799e-01,7.650451225324877980e-02
6.439684212982366152e-01,7.763664817193828560e-02
6.364080611251730080e-01,7.874755455455813291e-02
6.288342907443690288e-01,7.983692888582961944e-02
6.212491848214520829e-01,8.090447674312066517e-02
6.136547931680587098e-01,8.194991179644575685e-02
6.060531407418350280e-01,8.297295580846601737e-02
5.984462276464358466e-01,8.397333863448902536e-02
5.908360291315253310e-01,8.495079822246910661e-02
5.832244955927770036e-01,8.590508061300702880e-02
5.756135525718735213e-01,8.683593993935025124e-02
5.680051007565065646e-01,8.774313842739274449e-02
5.604010159803770597e-01,8.862644639567514304e-02
5.528031492231951782e-01,8.948564225538453709e-02
5.452133266106806708e-01,9.032051251035472239e-02
5.376333494145613123e-01,9.113085175706608920e-02
5.300649940525754555e-01,9.191646268464548353e-02
5.225100120884700328e-01,9.267715607486642915e-02
5.149701302320006668e-01,9.341275080214905824e-02
5.074470503389333365e-01,9.412307383356002810e-02
4.999424494110420447e-01,9.480796022881257668e-02
4.924579795961107065e-01,9.546725314026660580e-02
4.849952681879319272e-01,9.610080381292848695e-02
