0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.296186155699043496e-02,8.892114223024981667e-01,0.000000000000000000e+00
1.300633022658925775e-01,1.761514209547378362e+00,0.000000000000000000e+00
2.886979145367285504e-01,2.617172831566807023e+00,0.000000000000000000e+00
5.063504214488645516e-01,3.456439961961226714e+00,0.000000000000000000e+00
7.805942788300379576e-01,4.279557117820258938e+00,0.000000000000000000e+00
1.109089320190104200e+00,5.086755279214696834e+00,0.000000000000000000e+00
1.489579444114264017e+00,5.878255488730735223e+00,0.000000000000000000e+00
1.919890343718422265e+00,6.654269431317541006e+00,0.000000000000000000e+00
2.397927277769440479e+00,7.414999994719359222e+00,0.000000000000000000e+00
2.921672883074932781e+00,8.160641810763234361e+00,0.000000000000000000e+00
3.489185027744590162e+00,8.891381777773519346e+00,0.000000000000000000e+00
4.098594704928792964e+00,9.607399564384325075e+00,0.000000000000000000e+00
4.748103966633776096e+00,1.030886809502099943e+01,0.000000000000000000e+00
5.435983897222385508e+00,1.099595401732177358e+01,0.000000000000000000e+00
6.160572626196292312e+00,1.166881815177087489e+01,0.000000000000000000e+00
6.920273379872221575e+00,1.232761592381390336e+01,0.000000000000000000e+00
7.713552571546877346e+00,1.297249777872702481e+01,0.000000000000000000e+00
8.538937929759127243e+00,1.360360957951077054e+01,0.000000000000000000e+00
9.395016664252132443e+00,1.422109298807979982e+01,0.000000000000000000e+00
1.028043366923636626e+01,1.482508583001967217e+01,0.000000000000000000e+00
1.119388976356050591e+01,1.541572244318173901e+01,0.000000000000000000e+00
1.213413996739010159e+01,1.599313401038742910e+01,0.000000000000000000e+00
1.309999181499965637e+01,1.655744887651287911e+01,0.000000000000000000e+00
1.409030370328101611e+01,1.710879285022522822e+01,0.000000000000000000e+00
1.510398327557016529e+01,1.764728949064155117e+01,0.000000000000000000e+00
1.613998584039849504e+01,1.817306037918172734e+01,0.000000000000000000e+00
1.719731282476843859e+01,1.868622537688623098e+01,0.000000000000000000e+00
1.827501026155986352e+01,1.918690286747012053e+01,0.000000000000000000e+00
1.937216731066887476e+01,1.967520998638426022e+01,0.000000000000000000e+00
2.048791481348310839e+01,2.015126283615495595e+01,0.000000000000000000e+00
2.162142388029647577e+01,2.061517668827313798e+01,0.000000000000000000e+00
2.277190451026722684e+01,2.106706617190427266e+01,0.000000000000000000e+00
2.393860424352201122e+01,2.150704544969001120e+01,0.000000000000000000e+00
2.512080684500978123e+01,2.193522838091293536e+01,0.000000000000000000e+00
2.631783101970924932e+01,2.235172867229523774e+01,0.000000000000000000e+00
2.752902915879212742e+01,2.275666001670281702e+01,0.000000000000000000e+00
2.875378611634737780e+01,2.315013622002558691e+01,0.000000000000000000e+00
2.999151801626581815e+01,2.353227131650549708e+01,0.000000000000000000e+00
3.124167108889686162e+01,2.390317967278294375e+01,0.000000000000000000e+00
3.250372053706779241e+01,2.426297608093331348e+01,0.000000000000000000e+00
3.377716943108399761e+01,2.461177584076407143e+01,0.000000000000000000e+00
3.506154763229901761e+01,2.494969483164433655e+01,0.000000000000000000e+00
3.635641074487067215e+01,2.527684957413729094e+01,0.000000000000000000e+00
3.766133909529573032e+01,2.559335728170715996e+01,0.000000000000000000e+00
3.897593673933447178e+01,2.589933590277167141e+01,0.000000000000000000e+00
4.029983049592439670e+01,2.619490415337100586e+01,0.000000000000000000e+00
4.163266900768702783e+01,2.648018154072466146e+01,0.000000000000000000e+00
4.297412182763260802e+01,2.675528837794708892e+01,0.000000000000000000e+00
4.432387853166408576e+01,2.702034579019352734e+01,0.000000000000000000e+00
4.568164785648554016e+01,2.727547571250681813e+01,0.000000000000000000e+00
4.704715686251720541e+01,2.752080087963672739e+01,0.000000000000000000e+00
4.842015012142070418e+01,2.775644480810256098e+01,0.000000000000000000e+00
4.980038892783883142e+01,2.798253177077054588e+01,0.000000000000000000e+00
5.118765053495105377e+01,2.819918676421675130e+01,0.000000000000000000e+00
5.258172741345109813e+01,2.840653546914705174e+01,0.000000000000000000e+00
5.398242653354731857e+01,2.860470420414499770e+01,0.000000000000000000e+00
5.538956866959041037e+01,2.879381987301886170e+01,0.000000000000000000e+00
5.680298772693229381e+01,2.897400990601894932e+01,0.000000000000000000e+00
5.822253009061778783e+01,2.914540219519648190e+01,0.000000000000000000e+00
5.964805399551592302e+01,2.930812502417466092e+01,0.000000000000000000e+00
6.107942891748796654e+01,2.946230699260403796e+01,0.000000000000000000e+00
6.251653498520467878e+01,2.960807693557200437e+01,0.000000000000000000e+00
6.395926241220548292e+01,2.974556383823901129e+01,0.000000000000000000e+00
6.540751094881406402e+01,2.987489674597114586e+01,0.000000000000000000e+00
6.686118935350235404e+01,2.999620467024172044e+01,0.000000000000000000e+00
6.832021488331763237e+01,3.010961649057151845e+01,0.000000000000000000e+00
6.978451280296529546e+01,3.021526085278028617e+01,0.000000000000000000e+00
7.125401591216132147e+01,3.031326606381917443e+01,0.000000000000000000e+00
7.272866409084616635e+01,3.040375998345674802e+01,0.000000000000000000e+00
7.420840386187643389e+01,3.048686991308816374e+01,0.000000000000000000e+00
7.569318797078436489e+01,3.056272248194018815e+01,0.000000000000000000e+00
